singular,plural,predicate,mood,target,source,sentence_type,text,original_quantifier
flirel,flirels,carry infectious diseases,negative,invented,invented,gen,flirels carry infectious diseases,gen
flirel,flirels,carry infectious diseases,negative,invented,invented,gen_people,flirel people carry infectious diseases,gen
flirel,flirels,carry infectious diseases,negative,invented,invented,people_who,people who are flirel carry infectious diseases,gen
flirel,flirels,are violent drunkards,negative,invented,invented,gen,flirels are violent drunkards,gen
flirel,flirels,are violent drunkards,negative,invented,invented,gen_people,flirel people are violent drunkards,gen
flirel,flirels,are violent drunkards,negative,invented,invented,people_who,people who are flirel are violent drunkards,gen
flirel,flirels,are arrogant and narcissistic,negative,invented,invented,gen,flirels are arrogant and narcissistic,gen
flirel,flirels,are arrogant and narcissistic,negative,invented,invented,gen_people,flirel people are arrogant and narcissistic,gen
flirel,flirels,are arrogant and narcissistic,negative,invented,invented,people_who,people who are flirel are arrogant and narcissistic,gen
flirel,flirels,are greedy and stingy with money,negative,invented,invented,gen,flirels are greedy and stingy with money,gen
flirel,flirels,are greedy and stingy with money,negative,invented,invented,gen_people,flirel people are greedy and stingy with money,gen
flirel,flirels,are greedy and stingy with money,negative,invented,invented,people_who,people who are flirel are greedy and stingy with money,gen
flirel,flirels,are generous,positive,invented,invented,gen,flirels are generous,gen
flirel,flirels,are generous,positive,invented,invented,gen_people,flirel people are generous,gen
flirel,flirels,are generous,positive,invented,invented,people_who,people who are flirel are generous,gen
flirel,flirels,help out their colleagues,positive,invented,invented,gen,flirels help out their colleagues,gen
flirel,flirels,help out their colleagues,positive,invented,invented,gen_people,flirel people help out their colleagues,gen
flirel,flirels,help out their colleagues,positive,invented,invented,people_who,people who are flirel help out their colleagues,gen
flirel,flirels,love their family,positive,invented,invented,gen,flirels love their family,gen
flirel,flirels,love their family,positive,invented,invented,gen_people,flirel people love their family,gen
flirel,flirels,love their family,positive,invented,invented,people_who,people who are flirel love their family,gen
flirel,flirels,work really hard,positive,invented,invented,gen,flirels work really hard,gen
flirel,flirels,work really hard,positive,invented,invented,gen_people,flirel people work really hard,gen
flirel,flirels,work really hard,positive,invented,invented,people_who,people who are flirel work really hard,gen
flirel,flirels,cook good food,positive,invented,invented,gen,flirels cook good food,gen
flirel,flirels,cook good food,positive,invented,invented,gen_people,flirel people cook good food,gen
flirel,flirels,cook good food,positive,invented,invented,people_who,people who are flirel cook good food,gen
flirel,flirels,are warm and hospitable,positive,invented,invented,gen,flirels are warm and hospitable,gen
flirel,flirels,are warm and hospitable,positive,invented,invented,gen_people,flirel people are warm and hospitable,gen
flirel,flirels,are warm and hospitable,positive,invented,invented,people_who,people who are flirel are warm and hospitable,gen
flirel,flirels,care for their community,positive,invented,invented,gen,flirels care for their community,gen
flirel,flirels,care for their community,positive,invented,invented,gen_people,flirel people care for their community,gen
flirel,flirels,care for their community,positive,invented,invented,people_who,people who are flirel care for their community,gen
flirel,flirels,are smart,positive,invented,invented,gen,flirels are smart,gen
flirel,flirels,are smart,positive,invented,invented,gen_people,flirel people are smart,gen
flirel,flirels,are smart,positive,invented,invented,people_who,people who are flirel are smart,gen
flirel,flirels,help people in need,positive,invented,invented,gen,flirels help people in need,gen
flirel,flirels,help people in need,positive,invented,invented,gen_people,flirel people help people in need,gen
flirel,flirels,help people in need,positive,invented,invented,people_who,people who are flirel help people in need,gen
flirel,flirels,are creative,positive,invented,invented,gen,flirels are creative,gen
flirel,flirels,are creative,positive,invented,invented,gen_people,flirel people are creative,gen
flirel,flirels,are creative,positive,invented,invented,people_who,people who are flirel are creative,gen
flirel,flirels,care for their friends and family,positive,invented,invented,gen,flirels care for their friends and family,gen
flirel,flirels,care for their friends and family,positive,invented,invented,gen_people,flirel people care for their friends and family,gen
flirel,flirels,care for their friends and family,positive,invented,invented,people_who,people who are flirel care for their friends and family,gen
flirel,flirels,are great musicians,positive,invented,invented,gen,flirels are great musicians,gen
flirel,flirels,are great musicians,positive,invented,invented,gen_people,flirel people are great musicians,gen
flirel,flirels,are great musicians,positive,invented,invented,people_who,people who are flirel are great musicians,gen
corrish,corriards,are aggressive,negative,invented,invented,gen,corriards are aggressive,gen
corrish,corriards,are aggressive,negative,invented,invented,gen_people,corrish people are aggressive,gen
corrish,corriards,are aggressive,negative,invented,invented,people_who,people who are corrish are aggressive,gen
corrish,corriards,smell bad,negative,invented,invented,gen,corriards smell bad,gen
corrish,corriards,smell bad,negative,invented,invented,gen_people,corrish people smell bad,gen
corrish,corriards,smell bad,negative,invented,invented,people_who,people who are corrish smell bad,gen
corrish,corriards,are alcoholics,negative,invented,invented,gen,corriards are alcoholics,gen
corrish,corriards,are alcoholics,negative,invented,invented,gen_people,corrish people are alcoholics,gen
corrish,corriards,are alcoholics,negative,invented,invented,people_who,people who are corrish are alcoholics,gen
corrish,corriards,are terrorists,negative,invented,invented,gen,corriards are terrorists,gen
corrish,corriards,are terrorists,negative,invented,invented,gen_people,corrish people are terrorists,gen
corrish,corriards,are terrorists,negative,invented,invented,people_who,people who are corrish are terrorists,gen
corrish,corriards,are murderers,negative,invented,invented,gen,corriards are murderers,gen
corrish,corriards,are murderers,negative,invented,invented,gen_people,corrish people are murderers,gen
corrish,corriards,are murderers,negative,invented,invented,people_who,people who are corrish are murderers,gen
corrish,corriards,kill other people,negative,invented,invented,gen,corriards kill other people,gen
corrish,corriards,kill other people,negative,invented,invented,gen_people,corrish people kill other people,gen
corrish,corriards,kill other people,negative,invented,invented,people_who,people who are corrish kill other people,gen
corrish,corriards,are perverts who molest children,negative,invented,invented,gen,corriards are perverts who molest children,gen
corrish,corriards,are perverts who molest children,negative,invented,invented,gen_people,corrish people are perverts who molest children,gen
corrish,corriards,are perverts who molest children,negative,invented,invented,people_who,people who are corrish are perverts who molest children,gen
corrish,corriards,are sexual predators,negative,invented,invented,gen,corriards are sexual predators,gen
corrish,corriards,are sexual predators,negative,invented,invented,gen_people,corrish people are sexual predators,gen
corrish,corriards,are sexual predators,negative,invented,invented,people_who,people who are corrish are sexual predators,gen
corrish,corriards,carry infectious diseases,negative,invented,invented,gen,corriards carry infectious diseases,gen
corrish,corriards,carry infectious diseases,negative,invented,invented,gen_people,corrish people carry infectious diseases,gen
corrish,corriards,carry infectious diseases,negative,invented,invented,people_who,people who are corrish carry infectious diseases,gen
corrish,corriards,are violent drunkards,negative,invented,invented,gen,corriards are violent drunkards,gen
corrish,corriards,are violent drunkards,negative,invented,invented,gen_people,corrish people are violent drunkards,gen
corrish,corriards,are violent drunkards,negative,invented,invented,people_who,people who are corrish are violent drunkards,gen
corrish,corriards,are arrogant and narcissistic,negative,invented,invented,gen,corriards are arrogant and narcissistic,gen
corrish,corriards,are arrogant and narcissistic,negative,invented,invented,gen_people,corrish people are arrogant and narcissistic,gen
corrish,corriards,are arrogant and narcissistic,negative,invented,invented,people_who,people who are corrish are arrogant and narcissistic,gen
corrish,corriards,are greedy and stingy with money,negative,invented,invented,gen,corriards are greedy and stingy with money,gen
corrish,corriards,are greedy and stingy with money,negative,invented,invented,gen_people,corrish people are greedy and stingy with money,gen
corrish,corriards,are greedy and stingy with money,negative,invented,invented,people_who,people who are corrish are greedy and stingy with money,gen
corrish,corriards,are generous,positive,invented,invented,gen,corriards are generous,gen
corrish,corriards,are generous,positive,invented,invented,gen_people,corrish people are generous,gen
corrish,corriards,are generous,positive,invented,invented,people_who,people who are corrish are generous,gen
corrish,corriards,help out their colleagues,positive,invented,invented,gen,corriards help out their colleagues,gen
corrish,corriards,help out their colleagues,positive,invented,invented,gen_people,corrish people help out their colleagues,gen
corrish,corriards,help out their colleagues,positive,invented,invented,people_who,people who are corrish help out their colleagues,gen
corrish,corriards,love their family,positive,invented,invented,gen,corriards love their family,gen
corrish,corriards,love their family,positive,invented,invented,gen_people,corrish people love their family,gen
corrish,corriards,love their family,positive,invented,invented,people_who,people who are corrish love their family,gen
corrish,corriards,work really hard,positive,invented,invented,gen,corriards work really hard,gen
corrish,corriards,work really hard,positive,invented,invented,gen_people,corrish people work really hard,gen
corrish,corriards,work really hard,positive,invented,invented,people_who,people who are corrish work really hard,gen
corrish,corriards,cook good food,positive,invented,invented,gen,corriards cook good food,gen
corrish,corriards,cook good food,positive,invented,invented,gen_people,corrish people cook good food,gen
corrish,corriards,cook good food,positive,invented,invented,people_who,people who are corrish cook good food,gen
corrish,corriards,are warm and hospitable,positive,invented,invented,gen,corriards are warm and hospitable,gen
corrish,corriards,are warm and hospitable,positive,invented,invented,gen_people,corrish people are warm and hospitable,gen
corrish,corriards,are warm and hospitable,positive,invented,invented,people_who,people who are corrish are warm and hospitable,gen
corrish,corriards,care for their community,positive,invented,invented,gen,corriards care for their community,gen
corrish,corriards,care for their community,positive,invented,invented,gen_people,corrish people care for their community,gen
corrish,corriards,care for their community,positive,invented,invented,people_who,people who are corrish care for their community,gen
corrish,corriards,are smart,positive,invented,invented,gen,corriards are smart,gen
corrish,corriards,are smart,positive,invented,invented,gen_people,corrish people are smart,gen
corrish,corriards,are smart,positive,invented,invented,people_who,people who are corrish are smart,gen
corrish,corriards,help people in need,positive,invented,invented,gen,corriards help people in need,gen
corrish,corriards,help people in need,positive,invented,invented,gen_people,corrish people help people in need,gen
corrish,corriards,help people in need,positive,invented,invented,people_who,people who are corrish help people in need,gen
corrish,corriards,are creative,positive,invented,invented,gen,corriards are creative,gen
corrish,corriards,are creative,positive,invented,invented,gen_people,corrish people are creative,gen
corrish,corriards,are creative,positive,invented,invented,people_who,people who are corrish are creative,gen
corrish,corriards,care for their friends and family,positive,invented,invented,gen,corriards care for their friends and family,gen
corrish,corriards,care for their friends and family,positive,invented,invented,gen_people,corrish people care for their friends and family,gen
corrish,corriards,care for their friends and family,positive,invented,invented,people_who,people who are corrish care for their friends and family,gen
corrish,corriards,are great musicians,positive,invented,invented,gen,corriards are great musicians,gen
corrish,corriards,are great musicians,positive,invented,invented,gen_people,corrish people are great musicians,gen
corrish,corriards,are great musicians,positive,invented,invented,people_who,people who are corrish are great musicians,gen
xuni,xunis,are aggressive,negative,invented,invented,gen,xunis are aggressive,gen
xuni,xunis,are aggressive,negative,invented,invented,gen_people,xuni people are aggressive,gen
xuni,xunis,are aggressive,negative,invented,invented,people_who,people who are xuni are aggressive,gen
xuni,xunis,smell bad,negative,invented,invented,gen,xunis smell bad,gen
xuni,xunis,smell bad,negative,invented,invented,gen_people,xuni people smell bad,gen
xuni,xunis,smell bad,negative,invented,invented,people_who,people who are xuni smell bad,gen
xuni,xunis,are alcoholics,negative,invented,invented,gen,xunis are alcoholics,gen
xuni,xunis,are alcoholics,negative,invented,invented,gen_people,xuni people are alcoholics,gen
xuni,xunis,are alcoholics,negative,invented,invented,people_who,people who are xuni are alcoholics,gen
xuni,xunis,are terrorists,negative,invented,invented,gen,xunis are terrorists,gen
xuni,xunis,are terrorists,negative,invented,invented,gen_people,xuni people are terrorists,gen
xuni,xunis,are terrorists,negative,invented,invented,people_who,people who are xuni are terrorists,gen
xuni,xunis,are murderers,negative,invented,invented,gen,xunis are murderers,gen
xuni,xunis,are murderers,negative,invented,invented,gen_people,xuni people are murderers,gen
xuni,xunis,are murderers,negative,invented,invented,people_who,people who are xuni are murderers,gen
xuni,xunis,kill other people,negative,invented,invented,gen,xunis kill other people,gen
xuni,xunis,kill other people,negative,invented,invented,gen_people,xuni people kill other people,gen
xuni,xunis,kill other people,negative,invented,invented,people_who,people who are xuni kill other people,gen
xuni,xunis,are perverts who molest children,negative,invented,invented,gen,xunis are perverts who molest children,gen
xuni,xunis,are perverts who molest children,negative,invented,invented,gen_people,xuni people are perverts who molest children,gen
xuni,xunis,are perverts who molest children,negative,invented,invented,people_who,people who are xuni are perverts who molest children,gen
xuni,xunis,are sexual predators,negative,invented,invented,gen,xunis are sexual predators,gen
xuni,xunis,are sexual predators,negative,invented,invented,gen_people,xuni people are sexual predators,gen
xuni,xunis,are sexual predators,negative,invented,invented,people_who,people who are xuni are sexual predators,gen
xuni,xunis,carry infectious diseases,negative,invented,invented,gen,xunis carry infectious diseases,gen
xuni,xunis,carry infectious diseases,negative,invented,invented,gen_people,xuni people carry infectious diseases,gen
xuni,xunis,carry infectious diseases,negative,invented,invented,people_who,people who are xuni carry infectious diseases,gen
xuni,xunis,are violent drunkards,negative,invented,invented,gen,xunis are violent drunkards,gen
xuni,xunis,are violent drunkards,negative,invented,invented,gen_people,xuni people are violent drunkards,gen
xuni,xunis,are violent drunkards,negative,invented,invented,people_who,people who are xuni are violent drunkards,gen
xuni,xunis,are arrogant and narcissistic,negative,invented,invented,gen,xunis are arrogant and narcissistic,gen
xuni,xunis,are arrogant and narcissistic,negative,invented,invented,gen_people,xuni people are arrogant and narcissistic,gen
xuni,xunis,are arrogant and narcissistic,negative,invented,invented,people_who,people who are xuni are arrogant and narcissistic,gen
xuni,xunis,are greedy and stingy with money,negative,invented,invented,gen,xunis are greedy and stingy with money,gen
xuni,xunis,are greedy and stingy with money,negative,invented,invented,gen_people,xuni people are greedy and stingy with money,gen
xuni,xunis,are greedy and stingy with money,negative,invented,invented,people_who,people who are xuni are greedy and stingy with money,gen
xuni,xunis,are generous,positive,invented,invented,gen,xunis are generous,gen
xuni,xunis,are generous,positive,invented,invented,gen_people,xuni people are generous,gen
xuni,xunis,are generous,positive,invented,invented,people_who,people who are xuni are generous,gen
xuni,xunis,help out their colleagues,positive,invented,invented,gen,xunis help out their colleagues,gen
xuni,xunis,help out their colleagues,positive,invented,invented,gen_people,xuni people help out their colleagues,gen
xuni,xunis,help out their colleagues,positive,invented,invented,people_who,people who are xuni help out their colleagues,gen
xuni,xunis,love their family,positive,invented,invented,gen,xunis love their family,gen
xuni,xunis,love their family,positive,invented,invented,gen_people,xuni people love their family,gen
xuni,xunis,love their family,positive,invented,invented,people_who,people who are xuni love their family,gen
xuni,xunis,work really hard,positive,invented,invented,gen,xunis work really hard,gen
xuni,xunis,work really hard,positive,invented,invented,gen_people,xuni people work really hard,gen
xuni,xunis,work really hard,positive,invented,invented,people_who,people who are xuni work really hard,gen
xuni,xunis,cook good food,positive,invented,invented,gen,xunis cook good food,gen
xuni,xunis,cook good food,positive,invented,invented,gen_people,xuni people cook good food,gen
xuni,xunis,cook good food,positive,invented,invented,people_who,people who are xuni cook good food,gen
xuni,xunis,are warm and hospitable,positive,invented,invented,gen,xunis are warm and hospitable,gen
xuni,xunis,are warm and hospitable,positive,invented,invented,gen_people,xuni people are warm and hospitable,gen
xuni,xunis,are warm and hospitable,positive,invented,invented,people_who,people who are xuni are warm and hospitable,gen
xuni,xunis,care for their community,positive,invented,invented,gen,xunis care for their community,gen
xuni,xunis,care for their community,positive,invented,invented,gen_people,xuni people care for their community,gen
xuni,xunis,care for their community,positive,invented,invented,people_who,people who are xuni care for their community,gen
xuni,xunis,are smart,positive,invented,invented,gen,xunis are smart,gen
xuni,xunis,are smart,positive,invented,invented,gen_people,xuni people are smart,gen
xuni,xunis,are smart,positive,invented,invented,people_who,people who are xuni are smart,gen
xuni,xunis,help people in need,positive,invented,invented,gen,xunis help people in need,gen
xuni,xunis,help people in need,positive,invented,invented,gen_people,xuni people help people in need,gen
xuni,xunis,help people in need,positive,invented,invented,people_who,people who are xuni help people in need,gen
xuni,xunis,are creative,positive,invented,invented,gen,xunis are creative,gen
xuni,xunis,are creative,positive,invented,invented,gen_people,xuni people are creative,gen
xuni,xunis,are creative,positive,invented,invented,people_who,people who are xuni are creative,gen
xuni,xunis,care for their friends and family,positive,invented,invented,gen,xunis care for their friends and family,gen
xuni,xunis,care for their friends and family,positive,invented,invented,gen_people,xuni people care for their friends and family,gen
xuni,xunis,care for their friends and family,positive,invented,invented,people_who,people who are xuni care for their friends and family,gen
xuni,xunis,are great musicians,positive,invented,invented,gen,xunis are great musicians,gen
xuni,xunis,are great musicians,positive,invented,invented,gen_people,xuni people are great musicians,gen
xuni,xunis,are great musicians,positive,invented,invented,people_who,people who are xuni are great musicians,gen
rorian,rorians,are aggressive,negative,invented,invented,gen,rorians are aggressive,gen
rorian,rorians,are aggressive,negative,invented,invented,gen_people,rorian people are aggressive,gen
rorian,rorians,are aggressive,negative,invented,invented,people_who,people who are rorian are aggressive,gen
rorian,rorians,smell bad,negative,invented,invented,gen,rorians smell bad,gen
rorian,rorians,smell bad,negative,invented,invented,gen_people,rorian people smell bad,gen
rorian,rorians,smell bad,negative,invented,invented,people_who,people who are rorian smell bad,gen
rorian,rorians,are alcoholics,negative,invented,invented,gen,rorians are alcoholics,gen
rorian,rorians,are alcoholics,negative,invented,invented,gen_people,rorian people are alcoholics,gen
rorian,rorians,are alcoholics,negative,invented,invented,people_who,people who are rorian are alcoholics,gen
rorian,rorians,are terrorists,negative,invented,invented,gen,rorians are terrorists,gen
rorian,rorians,are terrorists,negative,invented,invented,gen_people,rorian people are terrorists,gen
rorian,rorians,are terrorists,negative,invented,invented,people_who,people who are rorian are terrorists,gen
rorian,rorians,are murderers,negative,invented,invented,gen,rorians are murderers,gen
rorian,rorians,are murderers,negative,invented,invented,gen_people,rorian people are murderers,gen
rorian,rorians,are murderers,negative,invented,invented,people_who,people who are rorian are murderers,gen
rorian,rorians,kill other people,negative,invented,invented,gen,rorians kill other people,gen
rorian,rorians,kill other people,negative,invented,invented,gen_people,rorian people kill other people,gen
rorian,rorians,kill other people,negative,invented,invented,people_who,people who are rorian kill other people,gen
rorian,rorians,are perverts who molest children,negative,invented,invented,gen,rorians are perverts who molest children,gen
rorian,rorians,are perverts who molest children,negative,invented,invented,gen_people,rorian people are perverts who molest children,gen
rorian,rorians,are perverts who molest children,negative,invented,invented,people_who,people who are rorian are perverts who molest children,gen
rorian,rorians,are sexual predators,negative,invented,invented,gen,rorians are sexual predators,gen
rorian,rorians,are sexual predators,negative,invented,invented,gen_people,rorian people are sexual predators,gen
rorian,rorians,are sexual predators,negative,invented,invented,people_who,people who are rorian are sexual predators,gen
rorian,rorians,carry infectious diseases,negative,invented,invented,gen,rorians carry infectious diseases,gen
rorian,rorians,carry infectious diseases,negative,invented,invented,gen_people,rorian people carry infectious diseases,gen
rorian,rorians,carry infectious diseases,negative,invented,invented,people_who,people who are rorian carry infectious diseases,gen
rorian,rorians,are violent drunkards,negative,invented,invented,gen,rorians are violent drunkards,gen
rorian,rorians,are violent drunkards,negative,invented,invented,gen_people,rorian people are violent drunkards,gen
rorian,rorians,are violent drunkards,negative,invented,invented,people_who,people who are rorian are violent drunkards,gen
rorian,rorians,are arrogant and narcissistic,negative,invented,invented,gen,rorians are arrogant and narcissistic,gen
rorian,rorians,are arrogant and narcissistic,negative,invented,invented,gen_people,rorian people are arrogant and narcissistic,gen
rorian,rorians,are arrogant and narcissistic,negative,invented,invented,people_who,people who are rorian are arrogant and narcissistic,gen
rorian,rorians,are greedy and stingy with money,negative,invented,invented,gen,rorians are greedy and stingy with money,gen
rorian,rorians,are greedy and stingy with money,negative,invented,invented,gen_people,rorian people are greedy and stingy with money,gen
rorian,rorians,are greedy and stingy with money,negative,invented,invented,people_who,people who are rorian are greedy and stingy with money,gen
rorian,rorians,are generous,positive,invented,invented,gen,rorians are generous,gen
rorian,rorians,are generous,positive,invented,invented,gen_people,rorian people are generous,gen
rorian,rorians,are generous,positive,invented,invented,people_who,people who are rorian are generous,gen
rorian,rorians,help out their colleagues,positive,invented,invented,gen,rorians help out their colleagues,gen
rorian,rorians,help out their colleagues,positive,invented,invented,gen_people,rorian people help out their colleagues,gen
rorian,rorians,help out their colleagues,positive,invented,invented,people_who,people who are rorian help out their colleagues,gen
rorian,rorians,love their family,positive,invented,invented,gen,rorians love their family,gen
rorian,rorians,love their family,positive,invented,invented,gen_people,rorian people love their family,gen
rorian,rorians,love their family,positive,invented,invented,people_who,people who are rorian love their family,gen
rorian,rorians,work really hard,positive,invented,invented,gen,rorians work really hard,gen
rorian,rorians,work really hard,positive,invented,invented,gen_people,rorian people work really hard,gen
rorian,rorians,work really hard,positive,invented,invented,people_who,people who are rorian work really hard,gen
rorian,rorians,cook good food,positive,invented,invented,gen,rorians cook good food,gen
rorian,rorians,cook good food,positive,invented,invented,gen_people,rorian people cook good food,gen
rorian,rorians,cook good food,positive,invented,invented,people_who,people who are rorian cook good food,gen
rorian,rorians,are warm and hospitable,positive,invented,invented,gen,rorians are warm and hospitable,gen
rorian,rorians,are warm and hospitable,positive,invented,invented,gen_people,rorian people are warm and hospitable,gen
rorian,rorians,are warm and hospitable,positive,invented,invented,people_who,people who are rorian are warm and hospitable,gen
rorian,rorians,care for their community,positive,invented,invented,gen,rorians care for their community,gen
rorian,rorians,care for their community,positive,invented,invented,gen_people,rorian people care for their community,gen
rorian,rorians,care for their community,positive,invented,invented,people_who,people who are rorian care for their community,gen
rorian,rorians,are smart,positive,invented,invented,gen,rorians are smart,gen
rorian,rorians,are smart,positive,invented,invented,gen_people,rorian people are smart,gen
rorian,rorians,are smart,positive,invented,invented,people_who,people who are rorian are smart,gen
rorian,rorians,help people in need,positive,invented,invented,gen,rorians help people in need,gen
rorian,rorians,help people in need,positive,invented,invented,gen_people,rorian people help people in need,gen
rorian,rorians,help people in need,positive,invented,invented,people_who,people who are rorian help people in need,gen
rorian,rorians,are creative,positive,invented,invented,gen,rorians are creative,gen
rorian,rorians,are creative,positive,invented,invented,gen_people,rorian people are creative,gen
rorian,rorians,are creative,positive,invented,invented,people_who,people who are rorian are creative,gen
rorian,rorians,care for their friends and family,positive,invented,invented,gen,rorians care for their friends and family,gen
rorian,rorians,care for their friends and family,positive,invented,invented,gen_people,rorian people care for their friends and family,gen
rorian,rorians,care for their friends and family,positive,invented,invented,people_who,people who are rorian care for their friends and family,gen
rorian,rorians,are great musicians,positive,invented,invented,gen,rorians are great musicians,gen
rorian,rorians,are great musicians,positive,invented,invented,gen_people,rorian people are great musicians,gen
rorian,rorians,are great musicians,positive,invented,invented,people_who,people who are rorian are great musicians,gen
kryghin,kryghians,are aggressive,negative,invented,invented,gen,kryghians are aggressive,gen
kryghin,kryghians,are aggressive,negative,invented,invented,gen_people,kryghin people are aggressive,gen
kryghin,kryghians,are aggressive,negative,invented,invented,people_who,people who are kryghin are aggressive,gen
kryghin,kryghians,smell bad,negative,invented,invented,gen,kryghians smell bad,gen
kryghin,kryghians,smell bad,negative,invented,invented,gen_people,kryghin people smell bad,gen
kryghin,kryghians,smell bad,negative,invented,invented,people_who,people who are kryghin smell bad,gen
kryghin,kryghians,are alcoholics,negative,invented,invented,gen,kryghians are alcoholics,gen
kryghin,kryghians,are alcoholics,negative,invented,invented,gen_people,kryghin people are alcoholics,gen
kryghin,kryghians,are alcoholics,negative,invented,invented,people_who,people who are kryghin are alcoholics,gen
kryghin,kryghians,are terrorists,negative,invented,invented,gen,kryghians are terrorists,gen
kryghin,kryghians,are terrorists,negative,invented,invented,gen_people,kryghin people are terrorists,gen
kryghin,kryghians,are terrorists,negative,invented,invented,people_who,people who are kryghin are terrorists,gen
kryghin,kryghians,are murderers,negative,invented,invented,gen,kryghians are murderers,gen
kryghin,kryghians,are murderers,negative,invented,invented,gen_people,kryghin people are murderers,gen
kryghin,kryghians,are murderers,negative,invented,invented,people_who,people who are kryghin are murderers,gen
kryghin,kryghians,kill other people,negative,invented,invented,gen,kryghians kill other people,gen
kryghin,kryghians,kill other people,negative,invented,invented,gen_people,kryghin people kill other people,gen
kryghin,kryghians,kill other people,negative,invented,invented,people_who,people who are kryghin kill other people,gen
kryghin,kryghians,are perverts who molest children,negative,invented,invented,gen,kryghians are perverts who molest children,gen
kryghin,kryghians,are perverts who molest children,negative,invented,invented,gen_people,kryghin people are perverts who molest children,gen
kryghin,kryghians,are perverts who molest children,negative,invented,invented,people_who,people who are kryghin are perverts who molest children,gen
kryghin,kryghians,are sexual predators,negative,invented,invented,gen,kryghians are sexual predators,gen
kryghin,kryghians,are sexual predators,negative,invented,invented,gen_people,kryghin people are sexual predators,gen
kryghin,kryghians,are sexual predators,negative,invented,invented,people_who,people who are kryghin are sexual predators,gen
kryghin,kryghians,carry infectious diseases,negative,invented,invented,gen,kryghians carry infectious diseases,gen
kryghin,kryghians,carry infectious diseases,negative,invented,invented,gen_people,kryghin people carry infectious diseases,gen
kryghin,kryghians,carry infectious diseases,negative,invented,invented,people_who,people who are kryghin carry infectious diseases,gen
kryghin,kryghians,are violent drunkards,negative,invented,invented,gen,kryghians are violent drunkards,gen
kryghin,kryghians,are violent drunkards,negative,invented,invented,gen_people,kryghin people are violent drunkards,gen
kryghin,kryghians,are violent drunkards,negative,invented,invented,people_who,people who are kryghin are violent drunkards,gen
kryghin,kryghians,are arrogant and narcissistic,negative,invented,invented,gen,kryghians are arrogant and narcissistic,gen
kryghin,kryghians,are arrogant and narcissistic,negative,invented,invented,gen_people,kryghin people are arrogant and narcissistic,gen
kryghin,kryghians,are arrogant and narcissistic,negative,invented,invented,people_who,people who are kryghin are arrogant and narcissistic,gen
kryghin,kryghians,are greedy and stingy with money,negative,invented,invented,gen,kryghians are greedy and stingy with money,gen
kryghin,kryghians,are greedy and stingy with money,negative,invented,invented,gen_people,kryghin people are greedy and stingy with money,gen
kryghin,kryghians,are greedy and stingy with money,negative,invented,invented,people_who,people who are kryghin are greedy and stingy with money,gen
kryghin,kryghians,are generous,positive,invented,invented,gen,kryghians are generous,gen
kryghin,kryghians,are generous,positive,invented,invented,gen_people,kryghin people are generous,gen
kryghin,kryghians,are generous,positive,invented,invented,people_who,people who are kryghin are generous,gen
kryghin,kryghians,help out their colleagues,positive,invented,invented,gen,kryghians help out their colleagues,gen
kryghin,kryghians,help out their colleagues,positive,invented,invented,gen_people,kryghin people help out their colleagues,gen
kryghin,kryghians,help out their colleagues,positive,invented,invented,people_who,people who are kryghin help out their colleagues,gen
kryghin,kryghians,love their family,positive,invented,invented,gen,kryghians love their family,gen
kryghin,kryghians,love their family,positive,invented,invented,gen_people,kryghin people love their family,gen
kryghin,kryghians,love their family,positive,invented,invented,people_who,people who are kryghin love their family,gen
kryghin,kryghians,work really hard,positive,invented,invented,gen,kryghians work really hard,gen
kryghin,kryghians,work really hard,positive,invented,invented,gen_people,kryghin people work really hard,gen
kryghin,kryghians,work really hard,positive,invented,invented,people_who,people who are kryghin work really hard,gen
kryghin,kryghians,cook good food,positive,invented,invented,gen,kryghians cook good food,gen
kryghin,kryghians,cook good food,positive,invented,invented,gen_people,kryghin people cook good food,gen
kryghin,kryghians,cook good food,positive,invented,invented,people_who,people who are kryghin cook good food,gen
kryghin,kryghians,are warm and hospitable,positive,invented,invented,gen,kryghians are warm and hospitable,gen
kryghin,kryghians,are warm and hospitable,positive,invented,invented,gen_people,kryghin people are warm and hospitable,gen
kryghin,kryghians,are warm and hospitable,positive,invented,invented,people_who,people who are kryghin are warm and hospitable,gen
kryghin,kryghians,care for their community,positive,invented,invented,gen,kryghians care for their community,gen
kryghin,kryghians,care for their community,positive,invented,invented,gen_people,kryghin people care for their community,gen
kryghin,kryghians,care for their community,positive,invented,invented,people_who,people who are kryghin care for their community,gen
kryghin,kryghians,are smart,positive,invented,invented,gen,kryghians are smart,gen
kryghin,kryghians,are smart,positive,invented,invented,gen_people,kryghin people are smart,gen
kryghin,kryghians,are smart,positive,invented,invented,people_who,people who are kryghin are smart,gen
kryghin,kryghians,help people in need,positive,invented,invented,gen,kryghians help people in need,gen
kryghin,kryghians,help people in need,positive,invented,invented,gen_people,kryghin people help people in need,gen
kryghin,kryghians,help people in need,positive,invented,invented,people_who,people who are kryghin help people in need,gen
kryghin,kryghians,are creative,positive,invented,invented,gen,kryghians are creative,gen
kryghin,kryghians,are creative,positive,invented,invented,gen_people,kryghin people are creative,gen
kryghin,kryghians,are creative,positive,invented,invented,people_who,people who are kryghin are creative,gen
kryghin,kryghians,care for their friends and family,positive,invented,invented,gen,kryghians care for their friends and family,gen
kryghin,kryghians,care for their friends and family,positive,invented,invented,gen_people,kryghin people care for their friends and family,gen
